Platform,Game,Entry
Facebook,Tottenham vs. Liverpool September 30,A win is win that's why redcard is part of the game
Facebook,Tottenham vs. Liverpool September 30,2023-2024 Champions let's keep going😊
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng it happens it's life it ain't fair 🤣🤣🤣
Facebook,Tottenham vs. Liverpool September 30,Useless Referee !
Facebook,Tottenham vs. Liverpool September 30,U guys better win at a least a trophy this season
Facebook,Tottenham vs. Liverpool September 30,"Peter Fleming spuds fan think they gonna win the league now just because the ref and VAR helped you to beat Liverpool, we all know you still not going to finish in the Top 4."
Facebook,Tottenham vs. Liverpool September 30,All the big teams collect🤣
Facebook,Tottenham vs. Liverpool September 30,How do you guys even celebrate that win. A 9-man team outplayed you 😂 match fixing at its finest. Pathetic!
Facebook,Tottenham vs. Liverpool September 30,If you call that marching on then should be ashamed of yourself.
Facebook,Tottenham vs. Liverpool September 30,Sara Mohamed Bad judgement!! Well we support the Spurs and you support the losers. Your bad judgement in that case I believe 👍
Facebook,Tottenham vs. Liverpool September 30,Bad officiating
Facebook,Tottenham vs. Liverpool September 30,Ayananga Hait cry more 😂😂😂😂
Facebook,Tottenham vs. Liverpool September 30,"Jamieson Harris crazy bro, I’m fuming 😤😂"
Facebook,Tottenham vs. Liverpool September 30,With the help of match officials. What a shame.
Facebook,Tottenham vs. Liverpool September 30,Mariyas Sk paser barir kaka k baap bola public tui🥱😵‍💫nijer team hereche tar thik nei😂ekhne chodate eschis…such a looser😂😂🙌
Facebook,Tottenham vs. Liverpool September 30,Ayananga Hait
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng spurs didn't give Liverpool the choice to concede a second goal either.
Facebook,Tottenham vs. Liverpool September 30,กินเป็ดอร่อย😋😜✌️🤟❤️
Facebook,Tottenham vs. Liverpool September 30,Congrat guys
Facebook,Tottenham vs. Liverpool September 30,Ayananga Hait lewdapool vs championham r kotha hocche bara onno match e chole jacchis 😂
Facebook,Tottenham vs. Liverpool September 30,2 red cards + ref+ VAR + own goal.. 🙄 🙄 There's nothing to celebrate. Liverpool were robbed!
Facebook,Tottenham vs. Liverpool September 30,Fraudulent win
Facebook,Tottenham vs. Liverpool September 30,Congratulations
Facebook,Tottenham vs. Liverpool September 30,Mark Worgan
Facebook,Tottenham vs. Liverpool September 30,Peter Pink the fact they  got red cards ahows the desperation so used to VAR going their way but thrown their toys out of the pram and blame everyone else when it doesn’t
Facebook,Tottenham vs. Liverpool September 30,Spurs mvp reff  bad decision 🤬🤬🤬
Facebook,Tottenham vs. Liverpool September 30,Hebert Nyambe 😂😂 not that way
Facebook,Tottenham vs. Liverpool September 30,Dan Jacobson they don’t like it they getting a bit salty 🤣
Facebook,Tottenham vs. Liverpool September 30,"Liverpool were playing against two team ,what are you celebrating ? Usless British referees must be banned completely on officiating matches . Liverpool won but point robbed . kubaaf Sana"
Facebook,Tottenham vs. Liverpool September 30,Heung Min Son  You are the Best! 🔥🇰🇷👌 Sonny~ Heung Min Son
Facebook,Tottenham vs. Liverpool September 30,Let's go spurs! 🇮🇱
Facebook,Tottenham vs. Liverpool September 30,The Chicken of London🐔
Facebook,Tottenham vs. Liverpool September 30,Sämsōn
Facebook,Tottenham vs. Liverpool September 30,Jerry Roma You go explain tire
Facebook,Tottenham vs. Liverpool September 30,Keghan Bike kikikikikiki 🤣🤣 bola ibaba
Facebook,Tottenham vs. Liverpool September 30,Keghan Bike take heart my guy you will heal
Facebook,Tottenham vs. Liverpool September 30,A win is a win bout time it went our way
Facebook,Tottenham vs. Liverpool September 30,Shame
Facebook,Tottenham vs. Liverpool September 30,Totally embarrassing celebration's at the end. Best a nine man team in last seconds with an own goal🤔🤔. Mind you had already seen it before this season after beating the mighty Sheffield 🤣🤣
Facebook,Tottenham vs. Liverpool September 30,Favoured spurs nxaaaaaa
Facebook,Tottenham vs. Liverpool September 30,Alan Brooks He was not offside.
Facebook,Tottenham vs. Liverpool September 30,How much to paid to referee?
Facebook,Tottenham vs. Liverpool September 30,"Spencer Nam No,Diaz was not offside,check properly and confirm from Fabrizio Romano's post."
Facebook,Tottenham vs. Liverpool September 30,This was a result of ‘Corruption’ not football
Facebook,Tottenham vs. Liverpool September 30,"You won by luck not fairly💀🚶🚮....I wonder how can you even be proud about that and I hope you thanked the referee for supporting your so called team, you also know in your hearts that was not a win and enjoy your streak while it lasts because we all know what'll happen🚶🚮"
Facebook,Tottenham vs. Liverpool September 30,"How much money did you pay the referee, from the proceeds of selling Kane?"
Facebook,Tottenham vs. Liverpool September 30,👏🏽👏🏽👏🏽
Facebook,Tottenham vs. Liverpool September 30,referee he is the man of the match  I think this match like mls league match  Messi vs mls league😄😄  Liverpool 🔥🔥🔥
Facebook,Tottenham vs. Liverpool September 30,Hezbon Makori
Facebook,Tottenham vs. Liverpool September 30,How much did you spend on refereeing?
Facebook,Tottenham vs. Liverpool September 30,Awe inspiring!
Facebook,Tottenham vs. Liverpool September 30,Suzanne O'Brien high studs could have snapped his ankle
Facebook,Tottenham vs. Liverpool September 30,The referees win not spurs✌️
Facebook,Tottenham vs. Liverpool September 30,"Sam Ruck yes, it could, but his foot rolled the ball, there was no intent."
Facebook,Tottenham vs. Liverpool September 30,I don't like hate mind spurs.🤣
Facebook,Tottenham vs. Liverpool September 30,Felix Kipkosgei when totee wins unaonekana fan
Facebook,Tottenham vs. Liverpool September 30,Haha ni venye sazile atujeshinda pia we uonangi comments
Facebook,Tottenham vs. Liverpool September 30,How much did you guys pay the Ref and VAR for the match Rubbing?
Facebook,Tottenham vs. Liverpool September 30,Liam Lane which Park wen u were 14 against 9 Spurs is just weak and going no were
Facebook,Tottenham vs. Liverpool September 30,"Liverpool FC played against Tottenham Hotspur and Premier League officials ,so how do you expect them to win , the most controversial and useless officiating . Premier league officials and referees must be serious when doing the job"
Facebook,Tottenham vs. Liverpool September 30,You guys should be so ashamed to celebrate this victory. Outright cheating of Liverpool. 2 underserved red cads and a clean goal from Diaz denied. Big shame to Premier Leaguee.
Facebook,Tottenham vs. Liverpool September 30,"Kevin Korir  actually liverpool scored two goals , second one wrongly disallowed"
Facebook,Tottenham vs. Liverpool September 30,Việt Toàn thua là thua đúng k bạn
Facebook,Tottenham vs. Liverpool September 30,Badom Badomz Barigboma but the Red cards were deservedly so.
Facebook,Tottenham vs. Liverpool September 30,You won because all the match officials are on your side. 9 players Vs 11 players + Match Officials.... Diaz goal was Ultra pro 100% goal.
Facebook,Tottenham vs. Liverpool September 30,I Guess it's their way to win a game in every game
Facebook,Tottenham vs. Liverpool September 30,I am red. Congratulations Tottenham. But what a sham of refereeing? I doubt such pathetic referring gives true pride in winning!
Facebook,Tottenham vs. Liverpool September 30,Coys
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng what game was you watching
Facebook,Tottenham vs. Liverpool September 30,It’s normal when u play 12 vs 9
Facebook,Tottenham vs. Liverpool September 30,"an cuci liverpool dai kawai dan,kuyi nasara"
Facebook,Tottenham vs. Liverpool September 30,Top
Facebook,Tottenham vs. Liverpool September 30,Struggling to beat 9 men 😜
Facebook,Tottenham vs. Liverpool September 30,Mhavha dzevanhu !!!!
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng no u will never know what would have happened against 11 and spurs are always rubbish against 10 men. If you are sitting in and defending like Sheffield utd it's hard for anyone. This is football. It happens I know u wouldn't have been moaning if it had been the other way round.
Facebook,Tottenham vs. Liverpool September 30,Poor team ☹️😔
Facebook,Tottenham vs. Liverpool September 30,I saw Tottenham celebrate Joel's (og) couldn't feel more embarrassed than this.
Facebook,Tottenham vs. Liverpool September 30,Good pay to referee 🙂🐐🙂
Facebook,Tottenham vs. Liverpool September 30,Tottenham Hotspur referee and VAR you are stupid
Facebook,Tottenham vs. Liverpool September 30,It tooks 8 for spurs to beat the reds
Facebook,Tottenham vs. Liverpool September 30,👎Cheaters
Facebook,Tottenham vs. Liverpool September 30,Peter Pink no. We will never know what would have happened with 11 v 11. At 11 players each u were not winning or dominat
Facebook,Tottenham vs. Liverpool September 30,Ing before the sending off and it would have been easier playing against 11 10 and less is always harder.
Facebook,Tottenham vs. Liverpool September 30,"Neil Enel Lewis you're celebrating a win after 2 red cards and an own goal, really. Tottenham needs to work hard."
Facebook,Tottenham vs. Liverpool September 30,Logan Rees it wasn't ment by the lad but def a red could have broken his leg. He wasn't in control so it was reckless
Facebook,Tottenham vs. Liverpool September 30,Glory glory hallelujah
Facebook,Tottenham vs. Liverpool September 30,Florin George Vasile We need a number 9
Facebook,Tottenham vs. Liverpool September 30,Bilal Ben u dey crazy with VAR decision right
Facebook,Tottenham vs. Liverpool September 30,Are you guys really proud of this win? That's really bad.😡
Facebook,Tottenham vs. Liverpool September 30,"So you guys are celebrating after getting help from VAR and referee to get tow red cards, and one clear none offside to call yourselves winners over Liverpool? Shame wait for the return match."
Facebook,Tottenham vs. Liverpool September 30,How much does it cost you to buy a referee?
Facebook,Tottenham vs. Liverpool September 30,Wait for The second leg at anfield and see how it's played
Facebook,Tottenham vs. Liverpool September 30,Tien Trung trong lòng ng hâm mộ thì 1 hay 10 chả được
Facebook,Tottenham vs. Liverpool September 30,ทุกอย่างเป็นใจขนาดนี้ ถ้าไม่ชนะ พวกคุณก็ควรอยู่ลีกทู
Facebook,Tottenham vs. Liverpool September 30,Richard Mummery definitely but still should have broken them down. Son going off made oy difficult for us too
Facebook,Tottenham vs. Liverpool September 30,Poor Liverpool. The only team that ever had a decision go against them.
Facebook,Tottenham vs. Liverpool September 30,modal reff
Facebook,Tottenham vs. Liverpool September 30,Steve Jones agree I thought I heard Son wasn't 100%
Facebook,Tottenham vs. Liverpool September 30,"You won't hold on for long, we know you!!!"
Facebook,Tottenham vs. Liverpool September 30,Match fixers
Facebook,Tottenham vs. Liverpool September 30,Only way you can beat us
Facebook,Tottenham vs. Liverpool September 30,marching on and cheating 🤝
Facebook,Tottenham vs. Liverpool September 30,🔥👏💪
Facebook,Tottenham vs. Liverpool September 30,"Richard Mummery I heard that too, apparently it was always the plan to give him just an hour"
Facebook,Tottenham vs. Liverpool September 30,The centre referee was one of your players
Facebook,Tottenham vs. Liverpool September 30,Hahahahahahhahahahahhhahhahhahhahaha... need ref and var for help only and two red card to win...
Facebook,Tottenham vs. Liverpool September 30,Wada vaf
Facebook,Tottenham vs. Liverpool September 30,"Those complaining should look at this tackle on Skipper by a Jota, he wasn’t sent off but played on and even scored the winning goal against us. Liverpool should play the ball like professionals. The tackle on Bisoumma could have put his playtime for the rest of the season at stake. Liverpool was ruthless and wanted to intimidate our players with their bad tackles. Did anyone see the handball from Virgil which was overlooked by the referee.  If you feel cheated , go and have a recap and you will understand Liverpool’s plan just failed at the last minute. Congratulations COYS."
Facebook,Tottenham vs. Liverpool September 30,Steve Jones yep heard that too. I would rather 60 mins then trying 90 and him making it worse and being out.  Do you think it was right starting him or having him come on at the half hour mark and finishing the game
Facebook,Tottenham vs. Liverpool September 30,Yane ziskhalela sonke🤣
Facebook,Tottenham vs. Liverpool September 30,Disgraceful
Facebook,Tottenham vs. Liverpool September 30,Thanks for referee 🤞
Facebook,Tottenham vs. Liverpool September 30,Embarrassing celebrating that robbery
Facebook,Tottenham vs. Liverpool September 30,Sara Mohamed cry louder
Facebook,Tottenham vs. Liverpool September 30,Shame can't win without the help of the corrupt refferes
Facebook,Tottenham vs. Liverpool September 30,Unfair game!!!!
Facebook,Tottenham vs. Liverpool September 30,Team spurs
Facebook,Tottenham vs. Liverpool September 30,Ray Morgan absolutely disagree. Son got subbed because he works so hard pressing and gets tired. But also I feel like Kulusevski needs to play on the other side. His inability to get to the by-line and cross on his right limited us so much. Just kept playing in front of them
Facebook,Tottenham vs. Liverpool September 30,"And when it turns against you, you guys should equally celebrate.is Liverpool turn today tomorrow might be your turn"
Facebook,Tottenham vs. Liverpool September 30,9 vs 12 players 👏🏼
Facebook,Tottenham vs. Liverpool September 30,Wandile Mpembe 2 red card thina boi
Facebook,Tottenham vs. Liverpool September 30,Hand win by refrees and spurs
Facebook,Tottenham vs. Liverpool September 30,In the next 5 matches you'll be in ur best position in the table.I swear you can never win the league mark my words
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng sorry 4 yoy
Facebook,Tottenham vs. Liverpool September 30,Samuel Berhanu
Facebook,Tottenham vs. Liverpool September 30,spurs win because have raff son of bicth..
Facebook,Tottenham vs. Liverpool September 30,Well play ref
Facebook,Tottenham vs. Liverpool September 30,Rashford 🗣 “ Bruno Fernandes used to beat us in training forcing us to call him Martin Ødegaard “
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng
Facebook,Tottenham vs. Liverpool September 30,The ref is the Man of match
Facebook,Tottenham vs. Liverpool September 30,Auwal Abdul Ölanse  Naga alaman kaji zafin winning din mutanan nan toh kayi hakuri
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng
Facebook,Tottenham vs. Liverpool September 30,Ojoro fc
Facebook,Tottenham vs. Liverpool September 30,ZI HA D plus var staffs means 17
Facebook,Tottenham vs. Liverpool September 30,Spurs are not Spursy anymore 😅
Facebook,Tottenham vs. Liverpool September 30,Refree and spurs robbed Liverpool FC
Facebook,Tottenham vs. Liverpool September 30,The only way of winning Liverpool is the stealing of goals and playing with 2 red cards. Otherwise you could have lost that game
Facebook,Tottenham vs. Liverpool September 30,How much did you guys paid??
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng lembu koyak
Facebook,Tottenham vs. Liverpool September 30,I love Tottenham 💪🖐️
Facebook,Tottenham vs. Liverpool September 30,Spurs must send me thier original jersey Size L  Im also responsible for thier fine start Ask how?
Facebook,Tottenham vs. Liverpool September 30,"Zuntu Nafiu Abdullahi Ai masu mura suke da kuka, Crystal palace ma ka kasa ci agida amman har kana da bakin magana"
Facebook,Tottenham vs. Liverpool September 30,الحرام مش بيدوم. الاكل في الميت حرام
Facebook,Tottenham vs. Liverpool September 30,Robbery
Facebook,Tottenham vs. Liverpool September 30,Nguyễn Lê QuốcAnh thua thế kh cay
Facebook,Tottenham vs. Liverpool September 30,Arafat Rahman Rahad 11 men or 9 men is due to how they play. U make a foul or two fouls is part of the game.
Facebook,Tottenham vs. Liverpool September 30,Auwal Abdul Ölanse  Ni yanzu ai kowama yafini kyau.
Facebook,Tottenham vs. Liverpool September 30,Arafat Rahman Rahad a red card means they make a mistake in playing too rough and violent. Blame themselves not ref.
Facebook,Tottenham vs. Liverpool September 30,"Remember spur is going to ANFIELD next year.....you guys should be fully prepared....coz it going to be a tough game. Liverpool will never forget this day...it will be like incredible flogging,with aggressiveness of the reds🔥  YWNA"
Facebook,Tottenham vs. Liverpool September 30,And you feel proud of a win. The truth is that Liverpool will still finish ahead you match fixers.
Facebook,Tottenham vs. Liverpool September 30,12 vs 9 🤣😊
Facebook,Tottenham vs. Liverpool September 30,Tottenham 2 Liverpool 2
Facebook,Tottenham vs. Liverpool September 30,Siraj Ahmed Mohaa 😴😴😴😴😴🤪🤪🤪🤪🤪🤣🤣🤣🤣🤣
Facebook,Tottenham vs. Liverpool September 30,Sara Mohamed 🤡
Facebook,Tottenham vs. Liverpool September 30,"Liam Lane hello how hard to score if u againts 9 ? Imagine it was spurs with 9 playing this liv full strength, the score line will be very different"
Facebook,Tottenham vs. Liverpool September 30,"So many salty Liverpool fans... acting like they have never had a VAR decision go their way 🙄 as for the 9 men... Jones could of and, by the laws of physics, should have broken Bissoumas leg with his tackle and Jota got two yellow cards on a day where, if it were possible, he could have gotten 3 or 4 ... Spurs were lucky to win, but Liverpool parked the bus second half and made it tough, good win all in all"
Facebook,Tottenham vs. Liverpool September 30,"Boom,🫶❤️"
Facebook,Tottenham vs. Liverpool September 30,Yane Thina basishaye straight
Facebook,Tottenham vs. Liverpool September 30,Beneficiary of robbery.
Facebook,Tottenham vs. Liverpool September 30,LET'S. GO. SPURS!!!!!!!!!!!!!!!!!!!!!!!
Facebook,Tottenham vs. Liverpool September 30,Won by assistant referee (steal)
Facebook,Tottenham vs. Liverpool September 30,لا يستحق النصر ضلم واضح
Facebook,Tottenham vs. Liverpool September 30,Spurs 🔥🔥🔥🔥
Facebook,Tottenham vs. Liverpool September 30,Blanco Flamingo koyakkkk
Facebook,Tottenham vs. Liverpool September 30,"So much for the majority Spurs fans slating the appointment of Big Ange! Coming down from a """"diddy""  league and couldn't handle the premier league or not at premier league level. Knew he would go down there and shake things up! Well done Ange! 3 points are 3 point's, doesn't matter how they come!"
Facebook,Tottenham vs. Liverpool September 30,Bilal Ben small club mentality ya'll probably tryna fit in the big six and you don't 🤣🤣
Facebook,Tottenham vs. Liverpool September 30,"Shawn Goh Yes, I agree that they are playing a bit violently. And fouls are part of the game. Here the referee should have observed the fouls a little better and awarded the penalty accordingly. But he stupidly gave 2 red cards for unreasonable reasons. 🤷‍♂️😤"
Facebook,Tottenham vs. Liverpool September 30,Pisstake officiating spurs are tripe
Facebook,Tottenham vs. Liverpool September 30,ບໍ່ແປກດອກທີ່ທີມຂ້ອຍແພ້ເບິ່ງທີມຂ້ອຍມີ9ຄົນສິໄປສູ້12ຄົນໄດ້🫠
Facebook,Tottenham vs. Liverpool September 30,"Thuỷ Nguyễn mình xem mà ức chế kinh khủng, chưa khi nào Tài bị Cái ép tới mức lộ như vậy."
Facebook,Tottenham vs. Liverpool September 30,Absolutely 💪💪
Facebook,Tottenham vs. Liverpool September 30,"Tottenham Hotspur should be ashame of themselves. Needed 2 cards , plus own goal to win Liverpool in 90+6. Disallow goal .. Playing against Ref and VAR. Enjoy it for now... You can't finish above Liverpool come May. It's a promise."
Facebook,Tottenham vs. Liverpool September 30,💯💯💯👍👍👍
Facebook,Tottenham vs. Liverpool September 30,12 men won against 9 and still celebrating
Facebook,Tottenham vs. Liverpool September 30,"Diaz goal was a steal and Tottenham win could be revoked but still, the red cards were genuine, and we could still win even if there were no red cards.  Alisson became keen when they were less if not all Son's shots and madders could have been goals and son would have not been offside either if reds were eleven"
Facebook,Tottenham vs. Liverpool September 30,Arafat Rahman Rahad how the ref award pk if its not inside the box??? 2 yellow = 1 red is part of the game. The tackle on the tat part of the leg is also a straight red. The refs didnt make a mistake there. Only mistake was the goal which was disallowed n var didnt correct it.
Facebook,Tottenham vs. Liverpool September 30,That was robbery. The reason why you win nothing at the end of every season.
Facebook,Tottenham vs. Liverpool September 30,"“It is better to fail aiming high than to succeed aiming low. At Spurs we set our sights very high, so that even failure will have in it an echo of glory.”.- Bill Nicholson"
Facebook,Tottenham vs. Liverpool September 30,Congratulations for winning with 12 men against 9 men who were denied a clean goal.
Facebook,Tottenham vs. Liverpool September 30,fake win
Facebook,Tottenham vs. Liverpool September 30,KARIM PATEL plus Brighton
Facebook,Tottenham vs. Liverpool September 30,Fire
Facebook,Tottenham vs. Liverpool September 30,😂😂😂😂😂
Facebook,Tottenham vs. Liverpool September 30,🚮🚮🚮🚮🚮🚮🚮🚮
Facebook,Tottenham vs. Liverpool September 30,we'll get you at Anfield
Facebook,Tottenham vs. Liverpool September 30,🔥♥️
Facebook,Tottenham vs. Liverpool September 30,Pride comes before a fall
Facebook,Tottenham vs. Liverpool September 30,อัปยศ
Facebook,Tottenham vs. Liverpool September 30,"Kim Hoàng Yeah, and Arsenal needed a dodgy penalty and an own goal last week to get a result against Spurs last week  daylight robbery. We all suffer at the hands of VAR there's no exclusivity.  So I don't think Spurs will lose any sleep over that."
Facebook,Tottenham vs. Liverpool September 30,Keep cheering with your well unfair match
Facebook,Tottenham vs. Liverpool September 30,"Even better if that number 9 came with another one ready to take his place if needed (substitution, injury)"
Facebook,Tottenham vs. Liverpool September 30,You lot celebrated that result like you won a trophy 😩🤦‍♂️
Facebook,Tottenham vs. Liverpool September 30,Guled Hirzi Ismail I will save this for you. You will surely need it soon
Facebook,Tottenham vs. Liverpool September 30,That was yr last luck ynwa
Facebook,Tottenham vs. Liverpool September 30,You won because of bad judgement 😡
Facebook,Tottenham vs. Liverpool September 30,Itu bukan spurs vs Liverpool .. tapi Liverpool vs wasit 😂😂😂😂 ga fair sama skli ..
Facebook,Tottenham vs. Liverpool September 30,"Liverpool page must be having 2 comments right, they're all in here ,bitter and telling us about the coach,take the big L and move on dweebs😂😂"
Facebook,Tottenham vs. Liverpool September 30,Sara Mohamed And that's the fault of who?
Facebook,Tottenham vs. Liverpool September 30,Liverpool FC just exposed how below average your team is. You totally failed take advantage of a team playing with 9 men and you had the referees on your side as evidenced by the PGMOL's own admission. Your time to be battered is actually around the corner and it will be ignominious.
Facebook,Tottenham vs. Liverpool September 30,Nobody cares okay
Facebook,Tottenham vs. Liverpool September 30,Against 9 men🖕🖕
Facebook,Tottenham vs. Liverpool September 30,"Pradeip Shrestha take the L and move on,stop  being bitter"
Facebook,Tottenham vs. Liverpool September 30,Thuỷ Nguyễn where is another players
Facebook,Tottenham vs. Liverpool September 30,"Liverpool fans should be thankful to their goalkeeper,he made some very important saves. With out his great saves Liverpool could have conceded a much heavy loss."
Facebook,Tottenham vs. Liverpool September 30,Hello are you interested in spiritual help power if yes tell me what you want make I do for you....no bad effect ...no insult plss...call me 08149138261text me on whatsappp ++2348149138261
Facebook,Tottenham vs. Liverpool September 30,Coys forever ♥️♥️♥️
Facebook,Tottenham vs. Liverpool September 30,I only read the comments for the bitter and twisted assortment of excuses from Liverpool fans😂
Facebook,Tottenham vs. Liverpool September 30,Cruel - The FA should get rid of VAR - am a Spurs Supporter but that Goal was not Offside
Facebook,Tottenham vs. Liverpool September 30,"Nabin Jung Khadka win is win even, 3 players vs 11"
Facebook,Tottenham vs. Liverpool September 30,"Kim Honing blame the players for getting the red cards,not Spurs"
Facebook,Tottenham vs. Liverpool September 30,Hopefully constant till the end
Facebook,Tottenham vs. Liverpool September 30,12 players vs 9 players shameful
Facebook,Tottenham vs. Liverpool September 30,Bien aidé par l'arbitre
Facebook,Tottenham vs. Liverpool September 30,Osasangalala kwambiri ngati mungatenge league makape inu😏😏😏 Tikakuonani pa Anfield ngati mukadutse😏😏
Facebook,Tottenham vs. Liverpool September 30,Daylight robbery Spurs needed those red cards to beat Liverpool FC that's why you don't win trophies.You bribed the refree and var
Facebook,Tottenham vs. Liverpool September 30,Am here wondering  how many goals my team Manchester United would have swallowed if It was us that went down two men down 🤦🤦🤦..
Facebook,Tottenham vs. Liverpool September 30,🤣🤣 Corruption at it's highest level
Facebook,Tottenham vs. Liverpool September 30,Ange the OZ dont you just love him. To think once he was a Liverpool supporter.Lia
Facebook,Tottenham vs. Liverpool September 30,that’s the way the cookie crumbles mate 😂😂
Facebook,Tottenham vs. Liverpool September 30,well paid chicks
Facebook,Tottenham vs. Liverpool September 30,"Liverpool vs Tottenham and reffere, VAR official"
Facebook,Tottenham vs. Liverpool September 30,VAR Team
Facebook,Tottenham vs. Liverpool September 30,"People may quibble, but we won."
Facebook,Tottenham vs. Liverpool September 30,"I honestly think it's high time disallowed genuine goals are awarded post match, similarly illegitimate goals be removed post match. I wouldn't really cry over Curtis Jone's red, but the Diaz disallowed goal is a pain, it denied 10-man Liverpool a lead, denied Mo Salah an assist, and denied Diaz a lifetime statistic! What a shame!"
Facebook,Tottenham vs. Liverpool September 30,"Liam Lane Spurs had 67% of that game,it was Liverpool that parked the double decker bus."
Facebook,Tottenham vs. Liverpool September 30,Liverpool 9 players Spurs 11 plus refree and var shameful. @Primire league president why do this robbery happening everytime you have to do something
Facebook,Tottenham vs. Liverpool September 30,With the Help of the officials ...
Facebook,Tottenham vs. Liverpool September 30,U guys could barely score a goal against us with NINE men down.
Facebook,Tottenham vs. Liverpool September 30,Referee vs LIVERPOOL
Facebook,Tottenham vs. Liverpool September 30,"Darren Walker after conceding two red cards ,how did expect them to play!?"
Facebook,Tottenham vs. Liverpool September 30,Swindlers
Facebook,Tottenham vs. Liverpool September 30,"TOT ham deep down in their heart, they are like we won but they were robbed in broad daylight"
Facebook,Tottenham vs. Liverpool September 30,يستمرون بتحكيم سوف نمسح بيكم الارض في الانفيلد يا دجاجة
Facebook,Tottenham vs. Liverpool September 30,Very fake officiation
Facebook,Tottenham vs. Liverpool September 30,Luis Diaz Goal was It’s clear goal even we could see without VAR.The lef played behalf to Tottenham  The goal should have given
Facebook,Tottenham vs. Liverpool September 30,Kenneth Carls Mulumba I agree. I was remarking on the first 30 minutes or so when two teams were going at it. After the second red especially the game was ruined.
Facebook,Tottenham vs. Liverpool September 30,I now believe that Spurs is a small club
Facebook,Tottenham vs. Liverpool September 30,ist a referee job not yours 😂 what a small team በና
Facebook,Tottenham vs. Liverpool September 30,Simon hooper man of the match 👏 👌
Facebook,Tottenham vs. Liverpool September 30,"Sara Mohamed , no,  we won because we scored more goals."
Facebook,Tottenham vs. Liverpool September 30,Noah Woycke do we have a partnership with a Sony TV now?
Facebook,Tottenham vs. Liverpool September 30,Richard Mummery I agree.   Let's call in some fortune tellers and settle this lol
Facebook,Tottenham vs. Liverpool September 30,Wouldn't call it marching more like stumble on
Facebook,Tottenham vs. Liverpool September 30,Kojo Enzo Caicedo hahahahaha
Facebook,Tottenham vs. Liverpool September 30,12 men vs 9 men 🤫
Facebook,Tottenham vs. Liverpool September 30,Otuo Serebuor Acheampong 13 men bro!
Facebook,Tottenham vs. Liverpool September 30,"well favoured and well deserved, match on spurs till we meet again in Merseyside...🙏🥹🥹"
Facebook,Tottenham vs. Liverpool September 30,"The celebration is comical, couldn’t win against nine men by yourself, anfield awaits ❤️YNWA"
Facebook,Tottenham vs. Liverpool September 30,Glenn Castle great for Aussie football
Facebook,Tottenham vs. Liverpool September 30,Eiiii u do all son
Facebook,Tottenham vs. Liverpool September 30,Viet Anh mày có xem đâu mà mày biết trận hôm qua như lào😤😤
Facebook,Tottenham vs. Liverpool September 30,Bùi Bảo Đại I'm thanking Klopp for failing to coach some quality into the Liverpool team's tackling.
Facebook,Tottenham vs. Liverpool September 30,Liam Lane humble guy😏
Facebook,Tottenham vs. Liverpool September 30,William Rees would be like winning grandfinal ..
Facebook,Tottenham vs. Liverpool September 30,"Tottenham didn't win the game, var won the game"
Facebook,Tottenham vs. Liverpool September 30,Anjan Mulicha Sunuwar Please keep up the crying. It's making our fabulous victory even more enjoyable.
Facebook,Tottenham vs. Liverpool September 30,Great result. Things going our way. My concern is us avoiding any injuries from now to January. And Ange’s odd substitutions.
Facebook,Tottenham vs. Liverpool September 30,What are you guys celebrating for? 😂 For Refree's performance?
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng champions always win no matter what
Facebook,Tottenham vs. Liverpool September 30,Spuds are mince . So are the scousers
Facebook,Tottenham vs. Liverpool September 30,Min Khant Zin Ko စိတ်နာနေတယ်ကွာ
Facebook,Tottenham vs. Liverpool September 30,Spurs had been robbed on the champions league final as well
Facebook,Tottenham vs. Liverpool September 30,Abdul Rafiq Dhoozo It’s sad bro
Facebook,Tottenham vs. Liverpool September 30,❤️❤️❤️❤️❤️🤩🤩🤩🤩🤩🤩❤️❤️❤️❤️❤️❤️❤️❤️😘😘😘😘
Facebook,Tottenham vs. Liverpool September 30,Noah Woycke keep dreaming
Facebook,Tottenham vs. Liverpool September 30,VAR 2 - 1 Liverpool
Facebook,Tottenham vs. Liverpool September 30,Silly
Facebook,Tottenham vs. Liverpool September 30,Embarrassing.... This party will come to an abrupt end soon.
Facebook,Tottenham vs. Liverpool September 30,😂😂😂😂😂😂😂😂
Facebook,Tottenham vs. Liverpool September 30,Mike Breezzy 3 points 👉
Facebook,Tottenham vs. Liverpool September 30,Philip Maplesden but u didn’t 😂
Facebook,Tottenham vs. Liverpool September 30,"Are not ashamed, without referee you can win against LFC."
Facebook,Tottenham vs. Liverpool September 30,"Clifford Chibangu 9 men Liverpool against 12 men,,, mwamvelako nasoni😂😂😂"
Facebook,Tottenham vs. Liverpool September 30,9man vs 12 man
Facebook,Tottenham vs. Liverpool September 30,555555555
